ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2.x,LeafArea_cm2.y
AJS0144,12,QUE,Gamochaeta,coarctata,T,BB,1,4,NA,5.9,NA,3,NA,0.005,0.101,0.086,0.074,NA,1.165,1.165
BVX5494,12,QUE,Carex,pygmaea,T,BB,5,1,NA,2.4,NA,5,NA,0.051,0.098,0.107,0.103,NA,4.627,4.627
BUE6490,12,QUE,Luzula,racemosa,T,BB,5,3,NA,47,NA,NA,NA,0.012,0.283,0.151,0.236,brown tip,0.721,0.721
AXC1228,12,QUE,Agrostis,foliata,T,BB,5,3,NA,8,NA,2,NA,0.088,0.125,0.157,0.163,NA,1.884,1.884
BUM0436,12,QUE,Luzula,racemosa,T,BB,1,3,NA,13.1,NA,2,NA,0.041,0.207,0.2,0.188,NA,1.811,1.811
BVQ4137,12,QUE,Calamagrostis,beauty,T,BB,5,3,NA,10,NA,5,NA,0.144,0.422,0.363,0.392,"rolled leaves, double area",3.976,3.976
AYQ4724,12,QUE,Calamagrostis,tarmensis,T,BB,3,1,NA,19,NA,NA,NA,0.031,0.278,0.292,0.284,rolled,0.602,0.602
AYO6678,12,QUE,Agrostis,foliata,T,BB,1,1,NA,21.5,NA,3,NA,0.046,0.217,0.237,0.202,NA,2.828,2.828
AJD7146,12,QUE,Carex,pygmaea,T,BB,3,3,NA,3.5,NA,3,NA,0.052,0.166,0.163,0.168,NA,3.6550000000000002,3.6550000000000002
BXL0226,12,QUE,Carex,pichinchensis,T,BB,4,1,NA,10.6,NA,NA,NA,0.106,0.228,0.237,0.225,NA,4.541,4.541
BJI6374,12,QUE,Geranium,filipes,T,BB,1,3,NA,NA,NA,2,NA,0.115,0.14,0.138,0.164,"plant height reads 0.35, which can't be right (sample originally collected by JvO)",3.927,3.927
CBW0593,12,QUE,Festuca,andina,T,BB,2,2,NA,8,NA,8,NA,0.089,0.161,0.16,0.152,NA,2.765,2.765
BWD0928,12,QUE,Hypericum,andinum,T,BB,1,1,NA,3.9,NA,NA,10,0.032,0.084,0.08,0.073,NA,2.417,2.417
CFZ8016,12,QUE,Oreomyrhys,andicola,T,BB,1,4,NA,5.5,4,NA,NA,0.143,0.231,0.253,0.155,NA,4.228,4.228
AYJ0325,12,QUE,Vaccinium,floribundum,T,BB,1,5,NA,2.4,NA,5,NA,0.069,0.434,0.299,0.343,NA,2.321,2.321
AXW0624,12,QUE,Calamagrostis,tarmensis,T,BB,5,1,NA,11,NA,3,NA,0.06,0.185,0.204,0.193,Leaves rolled,1.221,1.221
BWJ5879,12,QUE,Calamagrostis,rigida,T,BB,5,2,NA,14.4,NA,NA,NA,0.026,0.199,0.174,0.177,NA,1.151,1.151
BZG3800,13,WAY,Lachemilla,orbiculata,T,C,2,2,5,5.2,NA,NA,NA,0.107,0.202,0.231,0.223,NA,2.437,2.437
AQD3230,13,WAY,Gaultheria,glomerata,T,C,3,2,4,11.4,NA,NA,NA,0.059,0.345,0.371,0.342,NA,2.126,2.126
BZE9472,13,WAY,Lachemilla,orbiculata,T,C,2,2,4,5.2,NA,NA,NA,0.121,0.221,0.224,0.217,NA,3.752,3.752
CBX5338,13,WAY,Halenia,umbellata,T,C,5,3,2,12,NA,NA,NA,0.035,0.212,0.194,0.154,NA,1.521,1.521
CCB3507,13,WAY,Halenia,umbellata,T,C,5,3,1,12,NA,NA,NA,0.038,0.202,0.22,0.223,NA,1.518,1.518
BUL7436,13,WAY,Vaccinium,floribundum,T,C,5,1,3,16.1,NA,5,NA,0.107,0.465,0.424,0.412,NA,NA,NA
CHJ1270,13,WAY,Vaccinium,floribundum,T,C,5,2,3,31.5,NA,5,NA,0.12,0.501,0.473,0.513,NA,3.174,3.174
BYP4529,13,WAY,Paspalum,bonplandianum,T,C,1,1,5,12,8.1,NA,NA,0.049,0.077,0.068,0.078,NA,3.8049999999999997,3.8049999999999997
BYB6857,13,WAY,Halenia,umbellata,T,C,2,2,4,15,NA,NA,NA,0.022,0.184,0.183,0.193,NA,0.914,0.914
CCG8293,13,WAY,Gaultheria,glomerata,T,C,5,1,2,8.1,NA,NA,NA,0.07,0.453,0.449,0.464,NA,1.739,1.739
CCY0294,13,WAY,Gaultheria,glomerata,T,C,5,1,1,8.1,NA,NA,NA,0.081,0.497,0.498,0.53,NA,1.863,1.863
CCU7002,13,WAY,Halenia,umbellata,T,C,4,1,1,4,NA,NA,NA,0.028,0.246,0.233,0.229,NA,0.833,0.833
CBS1181,13,WAY,Halenia,umbellata,T,C,4,1,4,4,NA,NA,NA,0.025,0.253,0.232,0.235,NA,1.053,1.053
CCI4859,13,WAY,Halenia,umbellata,T,C,4,1,3,4,NA,NA,NA,0.024,0.28,0.234,0.242,NA,0.921,0.921
CCM6658,13,WAY,Halenia,umbellata,T,C,4,1,2,4,NA,NA,NA,0.029,0.228,0.223,0.203,NA,0.81,0.81
CWD5069,14,WAY,Paspalum,bonplandianum,S,NA,NA,3,NA,NA,NA,4,NA,0.329,0.066,0.064,0.078,2020-03-14-743-WAY-PABO-3-AT,19.338,19.338
CML0422,14,WAY,Paspalum,bonplandianum,S,NA,NA,1,NA,NA,NA,3,NA,0.351,0.069,0.086,0.095,Scan ID: 2020-03-14-7:43_WAY_PABO_I_AT,15.215,15.215
CMP2483,14,WAY,Paspalum,bonplandianum,S,NA,NA,2,NA,NA,NA,4,NA,0.323,0.071,0.074,0.054,NA,22.319,22.319
AOE1390,13,WAY,Gaultheria,glomerata,T,C,3,1,1,27,NA,NA,NA,0.096,0.455,0.419,0.404,NA,3.027,3.027
CHF2877,13,WAY,Vaccinium,floribundum,T,C,5,1,4,16.1,NA,5,NA,0.094,0.43,0.398,0.367,NA,2.457,2.457
AOI8001,13,WAY,Gaultheria,glomerata,T,C,3,1,3,27,NA,NA,NA,0.038,0.406,0.396,0.399,NA,3.271,3.271
AOM2689,13,WAY,Gaultheria,glomerata,T,C,3,1,4,27,NA,NA,NA,0.133,0.482,0.485,0.463,NA,3.356,3.356
ANF1645,13,WAY,Gaultheria,glomerata,T,C,3,2,1,11.4,NA,NA,NA,0.068,0.362,0.36,0.363,NA,2.475,2.475
AQH2804,13,WAY,Gaultheria,glomerata,T,C,3,2,3,11.4,NA,NA,NA,0.06,0.292,0.299,0.307,NA,2.368,2.368
ANB5703,13,WAY,Gaultheria,glomerata,T,C,3,2,2,11.4,NA,NA,NA,0.044,0.308,0.275,0.316,NA,1.856,1.856
APZ0064,13,WAY,Gaultheria,glomerata,T,C,3,2,5,11.4,NA,NA,NA,0.048,0.353,0.322,0.339,NA,1.766,1.766
BYO7151,13,WAY,Paspalum,bonplandianum,T,C,1,1,3,12,9.4,NA,NA,0.055,0.113,0.098,0.121,NA,4.01,4.01
BYQ5420,13,WAY,Paspalum,bonplandianum,T,C,1,1,4,12,7.3,NA,NA,0.051,0.083,0.09,0.092,NA,3.93,3.93
CDF2200,13,WAY,Gaultheria,glomerata,T,C,1,1,3,20.7,NA,NA,NA,0.126,0.473,0.462,0.463,NA,3.3,3.3
CKN4272,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,1,34.2,61.3,NA,NA,0.32,0.211,0.124,0.158,NA,17.419999999999998,17.419999999999998
CFR1930,13,WAY,Rhynchospora,macrochaeta,T,C,5,2,4,48.2,51.1,NA,NA,0.333,0.198,0.207,0.2,NA,15.203999999999999,15.203999999999999
BXY8812,13,WAY,Gaultheria,glomerata,T,C,1,1,2,20.7,NA,NA,NA,0.184,0.475,0.492,0.49,NA,4.69,4.69
CJL9314,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,2,34.2,61.3,NA,NA,0.303,0.154,0.153,0.15,NA,18.417,18.417
CKR1084,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,5,120,NA,NA,NA,0.451,0.175,0.182,0.178,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves,24.505000000000003,24.505000000000003
CKJ4817,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,4,120,NA,NA,NA,0.552,0.202,0.203,0.21,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves. Top 4.4cm are brown. Brown splotches,26.526,26.526
CKF4385,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,2,120,NA,NA,NA,0.629,0.212,0.199,0.2,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves. Minor brown splotches,29.779,29.779
CIY4513,13,WAY,Rhynchospora,macrochaeta,T,C,1,1,3,120,NA,NA,NA,0.564,0.196,0.187,0.207,leaf from flower stem. no basal leaves available. plant height may have been of the flower stem not basal leaves,28.726,28.726
CKG0463,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,3,34.2,61.3,NA,NA,0.228,0.128,0.122,0.097,NA,13.927999999999999,13.927999999999999
BYY5473,13,WAY,Halenia,umbellata,T,C,2,2,5,15,NA,NA,NA,0.026,0.203,0.205,0.184,NA,1.161,1.161
ANW8854,13,WAY,Gaultheria,glomerata,T,C,3,1,2,27,NA,NA,NA,0.073,0.405,0.388,0.387,NA,2.655,2.655
CCO2481,13,WAY,Gaultheria,glomerata,T,C,5,1,4,8.1,NA,NA,NA,0.054,0.396,0.417,0.433,NA,1.539,1.539
CCK5600,13,WAY,Gaultheria,glomerata,T,C,5,1,3,8.1,NA,NA,NA,0.032,0.353,0.378,0.417,NA,1.079,1.079
BYV2133,13,WAY,Halenia,umbellata,T,C,2,3,2,8,NA,NA,NA,0.023,0.184,0.199,0.187,NA,1.074,1.074
BYS5952,13,WAY,Halenia,umbellata,T,C,2,3,1,8,NA,NA,NA,0.022,0.189,0.214,0.215,NA,0.9,0.9
BYW5762,12,WAY,Baccharis,genistelloides,T,C,1,1,NA,26.3,NA,3,10,0.094,0.156,0.194,0.138,should collection day be 13?,4.875,4.875
CMH0413,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,4,52,63,NA,NA,0.642,0.225,0.277,0.243,NA,27.232,27.232
BYU2871,13,WAY,Halenia,umbellata,T,C,2,3,3,8,NA,NA,NA,0.022,0.204,0.211,0.206,NA,0.925,0.925
CHI1884,13,WAY,Vaccinium,floribundum,T,C,5,2,4,31.5,NA,5,NA,0.106,0.457,0.48,0.476,NA,3.031,3.031
CIZ2145,13,WAY,Rhynchospora,macrochaeta,T,C,2,1,5,34.2,61.3,NA,NA,0.274,0.207,0.186,0.245,NA,10.99,10.99
CHC8847,13,WAY,Vaccinium,floribundum,T,C,5,2,2,31.5,NA,5,NA,0.088,0.521,0.484,0.522,NA,2.465,2.465
CBT1214,13,WAY,Halenia,umbellata,T,C,5,3,3,12,NA,NA,NA,0.025,0.136,0.157,0.143,NA,1.039,1.039
CBP0312,13,WAY,Halenia,umbellata,T,C,5,3,4,12,NA,NA,NA,0.038,0.217,0.196,0.208,NA,1.661,1.661
CBV2923,13,WAY,Vaccinium,floribundum,T,C,5,1,2,16.1,NA,5,NA,0.109,0.439,0.493,0.447,NA,2.892,2.892
ABQ1404,12,ACJ,Paspalum,bonplandianum,T,C,2,2,4,NA,NA,NA,NA,0.026,0.097,0.093,0.101,NA,1.922,1.922
ATV9424,12,ACJ,Paspalum,bonplandianum,T,C,4,1,2,NA,19,NA,NA,0.101,0.171,0.223,0.225,NA,7.303,7.303
CFT4557,13,WAY,Lachemilla,orbiculata,T,C,1,2,1,7.5,NA,NA,NA,0.175,0.282,0.197,0.205,NA,5.227,5.227
CAL2354,13,WAY,Gaultheria,glomerata,T,C,2,2,5,18,NA,NA,NA,0.086,0.4,0.4,0.425,NA,2.4690000000000003,2.4690000000000003
CEM4656,13,WAY,Halenia,umbellata,T,C,1,1,1,12,NA,NA,NA,0.067,0.137,0.146,0.149,NA,2.636,2.636
CFI4619,13,WAY,Halenia,umbellata,T,C,1,2,1,11,NA,NA,NA,0.065,0.193,0.249,0.216,NA,2.604,2.604
CBC2682,13,WAY,Paspalum,bonplandianum,T,C,2,2,1,12,12.5,NA,NA,0.032,0.096,0.091,0.078,NA,2.751,2.751
CDV3004,13,WAY,Halenia,umbellata,T,C,3,2,2,5.3,NA,NA,NA,0.037,0.142,0.143,0.142,NA,1.699,1.699
CGE7470,13,WAY,Paspalum,bonplandianum,T,C,5,3,4,9,NA,NA,NA,0.039,NA,NA,NA,Missing leaf after scanning,3.173,3.173
ANV3575,13,WAY,Paspalum,bonplandianum,T,C,5,1,2,10,NA,NA,NA,0.031,0.072,0.075,0.07,NA,3.111,3.111
AOH9979,13,WAY,Paspalum,bonplandianum,T,C,5,1,5,10,NA,NA,NA,0.027,0.072,0.075,0.089,NA,2.781,2.781
ANU1186,13,WAY,Lachemilla,orbiculata,T,C,4,1,1,9,NA,NA,NA,0.093,0.193,0.218,0.195,NA,3.299,3.299
CBL9965,13,WAY,Paspalum,bonplandianum,T,C,2,2,2,12,12.5,NA,NA,0.046,0.143,0.11,0.091,NA,3.965,3.965
BUO6200,13,WAY,Paspalum,bonplandianum,T,C,2,1,3,17,18.5,NA,NA,0.068,0.066,0.082,0.07,NA,6.369000000000001,6.369000000000001
AKP1497,13,WAY,Werneria,nubigena,T,BB,3,2,NA,4.3,NA,NA,NA,0.08,0.532,0.335,0.252,NA,2.5239999999999996,2.5239999999999996
CDK4261,13,WAY,Paspalum,bonplandianum,T,C,1,1,2,10,11.5,NA,NA,0.032,0.079,0.076,0.059,NA,3.015,3.015
BVU4152,12,QUE,Viola,pygmaea,T,BB,1,2,NA,1.7,NA,NA,NA,0.028,0.219,0.17,0.17,NA,0.472,0.472
BZQ3557,13,WAY,Paspalum,bonplandianum,T,C,3,2,1,19,31,NA,NA,0.032,0.052,0.072,0.037,NA,1.682,1.682
CGY2493,13,WAY,Paspalum,bonplandianum,T,C,4,1,4,9.5,9.8,NA,NA,0.033,0.099,0.095,0.114,NA,NA,NA
CIG8658,14,TRE,Vaccinium,floribundum,T,C,4,1,5,21,NA,5,NA,0.094,0.438,0.43,0.378,NA,2.733,2.733
APM3849,14,TRE,Lachemilla,orbiculata,T,C,1,1,2,2.6,NA,NA,NA,0.089,0.364,0.319,0.281,Herbivory,2.647,2.647
CEC4306,14,TRE,Paspalum,bonplandianum,T,C,1,2,2,71,8.5,NA,NA,0.054,0.114,0.112,0.102,NA,3.125,3.125
CFE2595,14,TRE,Paspalum,bonplandianum,T,C,3,2,5,5.5,18.5,NA,NA,0.115,0.109,0.104,0.109,NA,7.479,7.479
CXF0668,14,TRE,Halenia,umbellata,T,C,1,2,5,3.9,NA,NA,NA,0.022,0.163,0.154,0.193,NA,0.597,0.597
APP1533,14,TRE,Halenia,umbellata,T,C,4,1,3,10,NA,NA,NA,0.023,0.215,0.213,0.216,NA,0.848,0.848
CWN1073,14,TRE,Halenia,umbellata,T,C,1,1,4,6,NA,NA,NA,0.038,0.215,0.197,0.157,NA,1.276,1.276
AOU5634,14,TRE,Gaultheria,glomerata,T,C,1,2,3,3.6,NA,NA,NA,0.048,0.438,0.389,0.393,NA,1.305,1.305
CWP6646,14,TRE,Halenia,umbellata,T,C,1,2,1,3.9,NA,NA,NA,0.028,0.215,0.22,0.169,NA,0.771,0.771
APL1327,14,TRE,Halenia,umbellata,T,C,4,1,4,10,NA,NA,NA,0.029,0.212,0.207,0.224,NA,1.061,1.061
CEB0998,14,TRE,Paspalum,bonplandianum,T,C,3,2,1,5.5,18.5,NA,NA,0.09,0.1,0.102,0.101,NA,6.058999999999999,6.058999999999999
CIO0938,14,TRE,Gaultheria,glomerata,T,C,3,1,2,12.5,NA,NA,NA,0.122,0.351,0.377,0.413,NA,4.107,4.107
CWR0183,14,TRE,Halenia,umbellata,T,C,1,1,3,6,NA,NA,NA,0.045,0.272,0.23,0.282,NA,1.31,1.31
AOZ3059,14,TRE,Gaultheria,glomerata,T,C,1,1,2,4.7,NA,NA,NA,0.094,0.446,0.477,0.474,NA,2.135,2.135
AQG1962,14,TRE,Paspalum,bonplandianum,T,C,3,2,4,5.5,18.5,NA,NA,0.14,0.108,0.101,0.103,NA,8.78,8.78
CKY4277,14,TRE,Gaultheria,glomerata,T,C,2,2,3,11,NA,NA,NA,0.049,0.412,0.385,0.409,NA,1.56,1.56
APX5383,14,TRE,Gaultheria,glomerata,T,C,1,2,5,3.6,NA,NA,NA,0.035,0.44,0.426,0.412,NA,1.025,1.025
AQI6603,14,TRE,Halenia,umbellata,T,C,4,2,4,10,NA,NA,NA,0.057,0.253,0.262,0.26,NA,2.438,2.438
APJ5344,14,TRE,Gaultheria,glomerata,T,C,1,1,4,4.7,NA,NA,NA,0.04,0.411,0.436,0.423,NA,1.288,1.288
CNG5770,14,TRE,Vaccinium,floribundum,T,C,5,2,1,5.7,NA,5,NA,0.094,0.438,0.387,0.356,NA,2.913,2.913
CIC5733,14,TRE,Vaccinium,floribundum,T,C,4,2,4,21,NA,5,NA,0.09,0.39,0.388,0.356,NA,2.693,2.693
APA0204,14,TRE,Halenia,umbellata,T,C,4,1,1,10,NA,NA,NA,0.043,0.278,0.261,0.263,NA,1.576,1.576
BVE8215,14,TRE,Vaccinium,floribundum,T,C,4,1,2,20,NA,5,NA,0.058,0.328,0.382,0.364,NA,1.791,1.791
AYH7143,14,TRE,Lachemilla,orbiculata,T,C,5,2,4,3.8,NA,NA,NA,0.101,0.227,0.206,0.238,NA,2.866,2.866
CQA1732,14,TRE,Rhynchospora,macrochaeta,T,C,3,1,4,21,29,NA,NA,0.236,0.296,0.291,0.303,NA,9.605,9.605
AYB2119,14,TRE,Vaccinium,floribundum,T,C,2,2,2,7,NA,5,NA,0.059,0.392,0.411,0.395,NA,1.838,1.838
AYC0583,14,TRE,Vaccinium,floribundum,T,C,2,2,3,7,NA,5,NA,0.054,0.409,0.367,0.42,NA,1.839,1.839
CMF3497,14,TRE,Gaultheria,glomerata,T,C,2,1,5,8,NA,NA,NA,0.077,0.498,0.508,0.509,NA,1.902,1.902
CHU2037,14,TRE,Gaultheria,glomerata,T,C,4,1,4,14,NA,NA,NA,0.096,0.378,0.391,0.435,NA,6.082,6.082
CJZ6289,14,TRE,Vaccinium,floribundum,T,C,3,1,2,11,NA,5,NA,0.056,0.267,0.303,0.335,NA,2.325,2.325
CLI2719,14,TRE,Pernettya,prostrata,T,BB,2,2,NA,2,NA,5,NA,0.178,0.393,0.392,0.375,NA,5.4030000000000005,5.4030000000000005
CHQ3814,14,TRE,Gaultheria,glomerata,T,C,4,1,3,14,NA,NA,NA,0.053,0.358,0.34,0.359,NA,3.744,3.744
APN9462,14,QUE,Paspalum,bonplandianum,S,NA,NA,3,NA,NA,NA,NA,NA,0.315,0.112,0.103,0.111,NA,10.861,10.861
CNQ6002,14,TRE,Halenia,umbellata,T,C,2,1,2,7,NA,NA,NA,0.041,0.202,0.2,0.175,NA,1.802,1.802
CDN2228,13,WAY,Paspalum,bonplandianum,T,C,4,1,3,9.5,9.8,NA,NA,0.033,0.194,0.231,0.222,NA,2.1439999999999997,2.1439999999999997
BUG0215,13,WAY,Paspalum,bonplandianum,T,C,2,1,1,17,18.5,NA,NA,0.057,0.095,0.111,0.105,NA,5.222,5.222
CFP4042,13,WAY,Lachemilla,orbiculata,T,C,1,2,2,7.5,NA,NA,NA,0.153,NA,NA,NA,Leaf was found missing at the leaf thickness stage,3.401,3.401
CAT5640,13,WAY,Halenia,umbellata,T,C,3,2,5,5.3,NA,1,NA,0.02,0.135,0.137,0.127,NA,1.147,1.147
AJQ7521,13,WAY,Halenia,umbellata,T,C,3,2,3,5.3,NA,1,NA,0.022,0.182,0.189,0.19,NA,0.965,0.965
AIZ2577,12,QUE,Carex,pygmaea,T,BB,3,2,NA,4.1,NA,3,NA,0.032,0.115,0.117,0.084,NA,2.4259999999999997,2.4259999999999997
CGN1307,13,WAY,Paspalum,bonplandianum,T,C,5,3,2,9,NA,NA,NA,0.035,0.11,0.122,0.114,NA,3.211,3.211
BWB8893,12,QUE,Agrostis,foliata,T,BB,3,1,NA,7,NA,10,NA,0.082,0.276,0.254,0.219,NA,4.26,4.26
AYU4285,12,QUE,Vaccinium,floribundum,T,BB,5,1,NA,3.2,NA,5,NA,0.084,0.304,0.282,0.366,NA,2.6310000000000002,2.6310000000000002
AJY0858,12,QUE,Gamochaeta,coarctata,T,BB,1,3,NA,3.5,NA,2,NA,0.02,0.201,0.199,0.147,NA,1.299,1.299
AWF9650,12,QUE,Oreomyrhys,andicola,T,BB,1,1,2,3,NA,NA,NA,0.126,0.122,0.135,0.188,NA,4.203,4.203
AYR2897,12,QUE,Hypericum,andinum,T,BB,5,3,NA,3.3,NA,NA,7.5,0.023,0.153,0.138,0.115,Some leaves are not the greatest but there was not a lot of sample to take from,1.571,1.571
AJT3939,12,QUE,Gamochaeta,coarctata,T,BB,1,5,NA,2.9,NA,3,NA,0.02,0.118,0.214,0.156,NA,1.2930000000000001,1.2930000000000001
CFL6675,13,WAY,Lachemilla,orbiculata,T,C,1,2,3,7.5,NA,NA,NA,0.115,0.51,0.464,0.355,NA,2.761,2.761
CGR1944,13,WAY,Paspalum,bonplandianum,T,C,5,3,1,9,NA,NA,NA,0.045,0.119,0.121,0.105,NA,3.279,3.279
CBN5899,13,WAY,Lachemilla,orbiculata,T,C,5,2,1,2,NA,NA,NA,0.092,0.2,0.308,0.213,NA,2.223,2.223
CGF5288,13,WAY,Paspalum,bonplandianum,T,C,5,1,1,10,NA,NA,NA,0.025,0.063,0.058,0.071,NA,2.552,2.552
AJJ8483,13,WAY,Halenia,umbellata,T,C,3,2,4,5.3,NA,1,NA,0.023,0.125,0.138,0.149,NA,1.255,1.255
CED4085,13,WAY,Halenia,umbellata,T,C,3,1,1,22,NA,1,NA,0.064,0.226,0.213,0.219,NA,2.139,2.139
BWW2337,12,QUE,Luzula,racemosa,T,BB,5,1,NA,8.1,NA,1,NA,0.086,0.187,0.164,0.168,NA,4.268,4.268
CAD2699,13,WAY,Gaultheria,glomerata,T,C,2,1,4,13,NA,NA,NA,0.253,0.464,0.472,0.479,NA,5.5409999999999995,5.5409999999999995
CAG0238,13,WAY,Gaultheria,glomerata,T,C,2,2,3,18,NA,NA,NA,0.148,0.403,0.392,0.397,Brown spot on leaf,4.362,4.362
CAE6952,13,WAY,Gaultheria,glomerata,T,C,2,1,5,NA,NA,NA,NA,0.108,0.413,0.398,0.388,NO plant height recorded,3.2439999999999998,3.2439999999999998
BUR9600,12,QUE,Agrostis,breviculmis,T,BB,3,3,NA,2,NA,5,NA,0.008,0.137,0.107,0.114,NA,0.443,0.443
AJH6752,13,WAY,Lachemilla,orbiculata,T,C,1,1,1,5.8,NA,NA,NA,0.109,0.249,0.211,0.219,NA,2.7800000000000002,2.7800000000000002
CDP3189,13,WAY,Lachemilla,orbiculata,T,C,1,2,3,3.7,NA,NA,NA,0.211,0.228,0.221,0.263,The leaf is sub par multuiple holes and patchy,5.091,5.091
CDR9450,13,WAY,Lachemilla,orbiculata,T,C,1,1,4,5.8,NA,NA,NA,0.113,0.237,0.183,0.221,NA,3.396,3.396
AJM5856,13,WAY,Halenia,umbellata,T,C,3,1,5,22,NA,1,NA,0.049,0.153,0.135,0.179,NA,1.601,1.601
CDQ3517,13,WAY,Lachemilla,orbiculata,T,C,1,1,2,5.8,NA,NA,NA,0.034,0.164,0.161,0.158,NA,1.557,1.557
CDU6030,13,WAY,Lachemilla,orbiculata,T,C,1,1,3,5.8,NA,NA,NA,0.108,0.211,0.209,0.196,NA,3.711,3.711
CDS3004,13,WAY,Lachemilla,orbiculata,T,C,1,2,1,3.7,NA,NA,NA,0.19,0.291,0.295,0.305,NA,4.427,4.427
CAS0411,13,WAY,Lachemilla,orbiculata,T,C,1,1,5,5.8,NA,NA,NA,0.107,0.247,0.267,0.237,NA,3.718,3.718
CAQ2968,13,WAY,Lachemilla,orbiculata,T,C,2,1,1,5.1,NA,NA,NA,0.14,0.294,0.221,0.244,NA,2.633,2.633
CGI7081,13,WAY,Paspalum,bonplandianum,T,C,5,3,5,9,NA,NA,NA,0.035,0.087,0.1,0.11,NA,3.018,3.018
CAR3559,13,WAY,Lachemilla,orbiculata,T,C,2,1,2,5.1,NA,NA,NA,0.082,0.3,0.243,0.268,NA,2.5469999999999997,2.5469999999999997
BZD4421,13,WAY,Lachemilla,orbiculata,T,C,2,1,4,5.1,NA,NA,NA,0.134,0.268,0.207,0.192,NA,3.504,3.504
BZC3039,13,WAY,Lachemilla,orbiculata,T,C,2,1,3,5.1,NA,NA,NA,0.132,0.235,0.242,0.243,NA,3.065,3.065
AJR6847,13,WAY,Halenia,umbellata,T,C,3,1,3,22,NA,1,NA,0.056,0.173,0.191,0.171,NA,1.712,1.712
BXS0867,12,QUE,Agrostis,foliata,T,BB,3,2,NA,7,NA,11,NA,0.052,0.138,0.13,0.141,NA,2.661,2.661
CGV7218,13,WAY,Paspalum,bonplandianum,T,C,5,2,5,12,NA,NA,NA,0.064,0.119,0.106,0.091,Little bit eaten,5.213,5.213
BZP5734,13,WAY,Paspalum,bonplandianum,T,C,3,2,2,19,31,NA,NA,0.075,0.132,0.129,0.112,NA,6.002,6.002
ANZ6963,13,WAY,Paspalum,bonplandianum,T,C,5,1,3,10,NA,NA,NA,0.027,0.048,0.048,0.049,NA,2.775,2.775
BZO2650,13,WAY,Paspalum,bonplandianum,T,C,3,2,3,19,31,NA,NA,0.08,0.123,0.094,0.109,NA,5.9,5.9
AOD6100,13,WAY,Paspalum,bonplandianum,T,C,5,1,4,10,NA,NA,NA,0.029,0.053,0.047,0.068,NA,2.9,2.9
AQC1263,12,WAY,Gaultheria,glomerata,T,C,4,1,1,10.8,NA,NA,NA,0.037,0.325,0.307,0.297,NA,1.385,1.385
BZI0031,13,WAY,Lachemilla,orbiculata,T,C,5,2,5,2,NA,NA,NA,0.118,0.221,0.239,0.201,NA,2.855,2.855
CBI7029,13,WAY,Paspalum,bonplandianum,T,C,1,1,5,10,11.5,NA,NA,0.033,0.127,0.136,0.082,NA,3.063,3.063
CAF5314,13,WAY,Gaultheria,glomerata,T,C,2,2,1,18,NA,NA,NA,0.045,0.298,0.284,0.27,NA,1.652,1.652
CBO9016,12,QUE,Calamagrostis,tarmensis,T,BB,5,3,NA,13,NA,3,NA,0.038,0.255,0.19,0.206,Rolled - take double area,2.302,2.302
CDO4494,13,WAY,Lachemilla,orbiculata,T,C,5,2,3,20,NA,NA,NA,0.09,0.245,0.198,0.239,NA,2.326,2.326
CDM3436,13,WAY,Lachemilla,orbiculata,T,C,5,2,2,2,NA,NA,NA,0.102,0.302,0.295,0.261,NA,2.1140000000000003,2.1140000000000003
CAI9910,13,WAY,Gaultheria,glomerata,T,C,2,2,2,18,NA,NA,NA,0.146,0.401,0.403,0.397,NA,3.877,3.877
BUJ1931,12,QUE,Calamagrostis,tarmensis,T,BB,1,2,NA,19,5,NA,NA,0.009,0.216,0.203,0.227,NA,3.0460000000000003,3.0460000000000003
AOL7222,12,WAY,Lachemilla,orbiculata,T,C,1,1,2,2.4,NA,NA,NA,0.091,0.288,0.297,0.276,NA,2.827,2.827
CFM7012,13,WAY,Halenia,umbellata,T,C,1,2,2,11,NA,NA,NA,0.073,0.239,0.238,0.239,NA,2.767,2.767
CFQ2666,13,WAY,Halenia,umbellata,T,C,1,2,3,11,NA,NA,NA,0.069,0.261,0.23,0.283,NA,2.689,2.689
BUN7653,12,QUE,Calamagrostis,tarmensis,T,BB,1,1,NA,11,NA,5,NA,0.073,0.185,0.174,0.175,Folded leaves,3.069,3.069
CEH6579,13,WAY,Lachemilla,orbiculata,T,C,5,1,3,5,NA,NA,NA,0.064,0.219,0.197,0.207,NA,2.0789999999999997,2.0789999999999997
