ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2,nLeafScan
CFB5184,14,TRE,Lachemilla,orbiculata,T,C,1,1,4,2.6,NA,1,NA,171,253,287,281,NA,4.395,2
CWW4359,14,TRE,Halenia,umbellata,T,C,4,2,1,8,NA,2,NA,78,328,299,304,NA,27.319.999.999.999.900,2
CEX5438,14,TRE,Lachemilla,orbiculata,T,C,1,1,5,2.6,NA,1,NA,183,296,356,295,NA,3.703,3
CXN3306,14,TRE,Lachemilla,orbiculata,T,C,1,2,5,3.3,NA,1,NA,68,283,304,263,Partial Leaf,2.134,1
CET3376,14,TRE,Lachemilla,orbiculata,T,C,1,1,3,2.6,NA,1,NA,123,324,323,315,NA,3.948,1
CLC5316,14,TRE,Gaultheria,glomerata,T,C,2,2,4,11,NA,2,NA,172,452,445,453,NA,4.561,2
CLG6515,14,TRE,Gaultheria,glomerata,T,C,2,2,5,11,NA,2,NA,143,451,425,426,NA,04.04,2
CMQ4234,14,TRE,Paspalum,bonplandianum,S,NA,NA,1,NA,NA,NA,2,NA,183,103,111,108,NA,8.603,7
CMS0471,14,TRE,Halenia,umbellata,T,C,2,2,3,7,NA,1,NA,29,208,217,0.22,NA,1.068,1
AOB9208,14,TRE,Rhynchospora,macrochaeta,T,C,1,1,4,40.6,46.1,2,NA,597,341,323,305,NA,18.737.000.000.000.000,2
APB5067,14,TRE,Gaultheria,glomerata,T,C,1,2,1,3.6,NA,3,NA,33,376,369,334,NA,9.720.000.000.000.000,3
CWG6070,14,TRE,Halenia,umbellata,T,C,3,2,1,4.5,NA,1,NA,33,226,0.24,187,NA,1.191,1
AOF3079,14,TRE,Rhynchospora,macrochaeta,T,C,1,1,5,40.6,46.1,2,NA,0.55,301,312,298,Around 10cm of the tip is browned,20.386,2
CXM0274,14,TRE,Lachemilla,orbiculata,T,C,1,2,3,3.3,NA,6,NA,173,307,253,336,NA,3.449,6
CWK0867,14,TRE,Halenia,umbellata,T,C,4,2,4,8,NA,1,NA,58,232,0.25,276,Herbivory mark on the side,2.106,1
CWZ4760,14,TRE,Halenia,umbellata,T,C,1,1,1,6,NA,1,NA,36,258,0.29,304,NA,1.078,1
AOS8317,14,TRE,Paspalum,bonplandianum,T,C,2,2,3,6.5,7.3,2,NA,53,137,132,122,NA,34.459.999.999.999.900,2
AOY4173,14,TRE,Gaultheria,glomerata,T,C,1,2,2,3.6,NA,3,NA,72,465,486,485,NA,17.570.000.000.000.000,3
COB5911,14,TRE,Lachemilla,orbiculata,T,C,3,2,3,4,NA,4,NA,94,286,258,331,NA,23.160.000.000.000.000,4
CMT6881,14,TRE,Halenia,umbellata,T,C,2,2,1,7,NA,1,NA,25,223,0.22,216,NA,0.83,1
CLK3912,14,TRE,Paspalum,bonplandianum,T,C,5,1,1,8.5,14,1,NA,63,187,154,191,NA,4.663,1
CNX3247,14,TRE,Lachemilla,orbiculata,T,C,3,2,2,4,NA,2,NA,123,0.43,384,396,No stiples,36.719.999.999.999.900,2
CNL3516,14,TRE,Lachemilla,orbiculata,T,C,3,1,2,5.5,NA,3,NA,0.1,336,342,297,NA,27.579.999.999.999.900,3
CWB8675,14,TRE,Halenia,umbellata,T,C,3,2,3,4.5,NA,2,NA,0.02,0.26,222,322,NA,0.67,2
CWF2802,14,TRE,Halenia,umbellata,T,C,2,2,4,4.5,NA,1,NA,32,224,0.25,243,NA,1.118,1
CWC6163,14,TRE,Halenia,umbellata,T,C,3,1,5,4.5,NA,2,NA,0.04,277,0.25,247,NA,15.859.999.999.999.900,3
AQB6889,14,TRE,Gaultheria,glomerata,T,C,1,2,4,3.6,NA,1,NA,51,502,454,411,NA,1.356,1
AOV9184,14,TRE,Gaultheria,glomerata,T,C,1,1,3,4.7,NA,3,NA,79,545,533,527,NA,1.972,3
CWJ0701,14,TRE,Halenia,umbellata,T,C,3,2,5,4.5,NA,1,NA,13,0.18,194,0.16,NA,635,1
CEW2172,14,TRE,Paspalum,bonplandianum,T,C,1,1,2,5.7,8.6,1,NA,0.03,117,116,104,NA,2.225,1
CNK4607,14,TRE,Vaccinium,floribundum,T,C,5,2,2,5.7,NA,5,NA,37,282,252,265,NA,1.419,5
CFF6243,14,TRE,Paspalum,bonplandianum,T,C,1,2,3,7.1,8.5,2,NA,44,136,123,165,Scan: tip slightly bent,2.989,2
BVA6015,14,TRE,Vaccinium,floribundum,T,C,4,1,1,NA,NA,5,NA,66,401,393,421,NA,1.983,5
APT4506,14,TRE,Halenia,umbellata,T,C,4,1,2,10,NA,1,NA,23,216,0.27,206,NA,837,1
APW1977,14,TRE,Paspalum,bonplandianum,S,NA,NA,2,NA,NA,3,8,NA,0.19,109,0.11,111,2020_03_14_1440_QUE_PABO_2_AT,19.726,8
AQA0121,14,QUE,Paspalum,bonplandianum,S,NA,4,NA,NA,NA,NA,3,NA,832,191,296,226,2020_03_14_1442_QUE_PABO_4_AT,21.593,10
COC7593,14,TRE,Lachemilla,orbiculata,T,C,4,1,5,6,NA,2,NA,164,0.25,298,294,NA,3.949,2
CXB4941,14,TRE,Halenia,umbellata,T,C,1,2,4,3.9,NA,1,NA,25,192,222,232,NA,786,1
APF2990,14,TRE,Gaultheria,glomerata,T,C,1,1,5,4.7,NA,1,NA,101,447,461,469,NA,2.435,1
APQ5417,14,TRE,Lachemilla,orbiculata,T,C,1,1,1,2.6,NA,1,NA,99,247,248,244,NA,2.677,1
CXJ2040,14,TRE,Lachemilla,orbiculata,T,C,1,2,4,3.3,NA,1,NA,136,775,487,437,NA,2.467,4
CWX0387,14,TRE,Halenia,umbellata,T,C,1,2,3,3.9,NA,1,NA,15,224,299,288,NA,488,1
CWT5112,14,TRE,Halenia,umbellata,T,C,1,2,2,3.5,NA,1,NA,15,191,174,0.19,NA,694,1
CWV6534,14,TRE,Halenia,umbellata,T,C,1,1,2,6,NA,1,NA,48,253,261,275,NA,1.49,1
AVC5700,12,ACJ,Lachemilla,orbiculata,T,C,2,2,5,9,NA,5,NA,187,223,235,0.28,NA,3.998,5
AEQ0208,12,ACJ,Lachemilla,orbiculata,T,C,5,3,1,4,NA,2,NA,61,201,215,NA,NA,1.881,2
ADS8840,12,ACJ,Lachemilla,orbiculata,T,C,2,3,2,3,NA,1,NA,61,222,0.23,NA,NA,1.999,1
AFD4050,12,ACJ,Lachemilla,orbiculata,T,C,4,3,2,5,NA,2,NA,01.04,268,255,0.27,NA,2.78,2
AAA0656,12,ACJ,Paspalum,bonplandianum,T,C,4,2,3,16,17,1,NA,75,93,0.11,NA,NA,5.035,1
ADL2925,12,ACJ,Lachemilla,orbiculata,T,C,4,3,4,5,NA,5,NA,117,317,0.31,308,NA,2.83,5
AST6955,12,ACJ,Paspalum,bonplandianum,T,C,5,3,3,13,NA,1,NA,0.15,145,NA,NA,Length missing,3.802,1
ACS7639,12,ACJ,Paspalum,bonplandianum,T,C,5,3,4,13,NA,1,NA,77,116,128,NA,NA,5.16,1
AEL6713,12,ACJ,Eriosorus,cheilanthoides,T,C,1,2,NA,30,NA,3,NA,451,301,0.28,0.28,NA,13.876,3
ACO2537,12,ACJ,Eriosorus,cheilanthoides,T,C,1,3,NA,22,NA,1,NA,354,483,504,0.41,NA,9.147,1
ACN0692,12,ACJ,Eriosorus,cheilanthoides,T,C,1,4,NA,51,NA,5,NA,1.131,669,682,729,NA,16.857.000.000.000.000,5
ACC7360,12,ACJ,Halenia,umbellata,T,C,3,2,1,8.8,NA,1,NA,78,0.27,258,322,NA,2.306,1
ACR1445,12,ACJ,Paspalum,bonplandianum,T,C,5,3,2,13,NA,3,NA,68,159,134,129,NA,4.384,3
ACK2064,12,ACJ,Halenia,umbellata,T,C,5,2,5,7,NA,1,NA,52,283,307,318,NA,1.665,1
AUW5810,12,ACJ,Paspalum,bonplandianum,T,C,5,2,3,20,NA,1,NA,84,123,144,138,Length missing,5.906,1
ATE4287,12,ACJ,Halenia,umbellata,T,C,5,2,2,7,NA,1,NA,61,333,319,299,NA,2.052,1
ABM7299,12,ACJ,Halenia,umbellata,T,C,5,2,1,7,NA,1,NA,0.07,304,298,296,NA,2.289,1
ATR1676,12,ACJ,Paspalum,bonplandianum,T,C,4,2,1,16,17,2,NA,54,113,0.15,248,NA,4.197,2
ATZ3172,12,ACJ,Paspalum,bonplandianum,T,C,4,1,5,19,19,1,NA,97,148,172,144,NA,7.306,1
ADQ6888,12,ACJ,Paspalum,bonplandianum,T,C,4,1,4,19,19,1,NA,93,332,165,141,NA,7.166,1
AWQ8039,12,ACJ,Eriosorus,cheilanthoides,T,C,4,3,NA,16,NA,2,NA,793,371,254,251,Leaf # missing,14.647,2
ASR6625,12,ACJ,Paspalum,bonplandianum,T,C,2,2,1,8,NA,2,NA,28,94,145,164,NA,1.833,2
AUL0806,12,ACJ,Halenia,umbellata,T,C,1,3,3,11,NA,1,NA,73,221,0.21,208,NA,2.487,1
AUD7270,12,ACJ,Paspalum,bonplandianum,T,C,4,1,3,19,19,1,NA,0.1,137,168,211,NA,7.776,1
AAX4219,12,ACJ,Paspalum,bonplandianum,T,C,3,1,2,12,16,1,NA,84,122,128,166,NA,6.221,1
ADM3986,12,ACJ,Lachemilla,orbiculata,T,C,4,3,5,5,NA,2,NA,0.14,299,308,0.4,NA,2.951,2
ACX1351,12,ACJ,Lachemilla,orbiculata,T,C,4,2,1,2,NA,5,NA,175,333,252,355,NA,4.235,5
AVB4528,12,ACJ,Lachemilla,orbiculata,T,C,3,2,2,6,NA,1,NA,96,0.24,248,248,NA,3.334,1
AVJ3855,12,ACJ,Lachemilla,orbiculata,T,C,3,2,3,6,NA,1,NA,127,249,236,244,NA,4.069,1
AVE4471,12,ACJ,Lachemilla,orbiculata,T,C,3,2,4,6,NA,2,NA,143,267,249,233,NA,3.306,2
AVG6257,12,ACJ,Lachemilla,orbiculata,T,C,3,2,5,6,NA,1,NA,66,0.24,221,218,NA,2.604,1
ACF7763,12,ACJ,Halenia,umbellata,T,C,3,3,3,9.6,NA,1,NA,0.06,0.34,367,337,Height missing,2.073,1
BHD6397,12,ACJ,Vaccinium,floribundum,T,C,3,2,2,12,NA,5,NA,98,248,301,226,NA,2.746,5
BGV5645,12,ACJ,Vaccinium,floribundum,T,C,3,2,1,12,NA,5,NA,779,426,0.26,366,NA,3.175,5
AZH7991,12,ACJ,Vaccinium,floribundum,T,C,3,3,NA,35,NA,5,NA,85,478,0.47,467,NA,2.382,5
BJV0427,12,ACJ,Vaccinium,floribundum,T,C,5,3,NA,23,NA,5,NA,118,524,512,505,NA,30.789.999.999.999.900,5
BAS8693,12,ACJ,Pernettya,prostrata,T,C,2,1,NA,30,NA,5,NA,138,697,691,694,NA,2.491,5
BBA5533,12,ACJ,Pernettya,prostrata,T,C,2,3,NA,16,NA,5,NA,128,581,601,608,NA,3.218,5
BAO4136,12,ACJ,Miconia,rotundifolia,T,C,5,3,NA,7,NA,1,NA,64,424,0.63,608,NA,1.618,1
AZX9133,12,ACJ,Vaccinium,floribundum,T,C,1,1,4,25,NA,5,NA,77,438,0.43,378,NA,2.422,5
AZS4412,12,ACJ,Hypericum,andinum,T,C,1,2,NA,31,NA,57,10,39,106,145,126,NA,2.819,57
BAW3818,12,ACJ,Pernettya,prostrata,T,C,2,2,NA,34,NA,5,NA,63,422,399,419,NA,1.812,5
AYX1168,12,ACJ,Hypericum,andinum,T,C,3,3,NA,24,NA,53,10,34,133,99,84,NA,1.944,53
BGO2684,12,ACJ,Hypericum,andinum,T,C,5,2,NA,21,NA,43,10,27,82,56,0.1,NA,1.799,43
AZZ2175,12,ACJ,Lycopodium,clavatum,T,C,3,2,NA,8,NA,247,10,252,185,0.18,109,NA,9.92,247
BGS2584,12,ACJ,Hypericum,andinum,T,C,5,3,NA,24,NA,33,10,31,95,75,61,NA,1.854,33
BEN2415,12,ACJ,Rhynchospora,macrochaeta,T,C,5,2,5,41,66,3,NA,569,0.18,237,247,NA,22.535,3
BFB3216,12,ACJ,Rhynchospora,macrochaeta,T,C,5,1,5,48,78,16,NA,694,245,242,254,NA,26.932,16
BEV7128,12,ACJ,Rhynchospora,macrochaeta,T,C,5,1,3,48,78,6,NA,841,253,245,254,NA,30.182.000.000.000.000,6
BAQ2582,12,ACJ,Lycopodium,clavatum,T,C,1,1,NA,24,NA,315,10,173,111,0.14,167,NA,8.071,315
AZL7227,12,ACJ,Miconia,rotundifolia,T,C,5,1,NA,6,NA,1,NA,119,482,454,444,NA,3.206,1
AWB0237,12,ACJ,Miconia,rotundifolia,T,C,2,1,NA,14,NA,1,NA,69,393,0.47,443,NA,1.924,1
AYY7742,12,ACJ,Miconia,rotundifolia,T,C,2,2,NA,15,NA,1,NA,84,502,402,429,NA,2.147,1
BCU4388,12,ACJ,Miconia,rotundifolia,T,C,2,3,NA,16,NA,1,NA,119,527,505,489,NA,2.854,1
BEQ4363,12,ACJ,Rhynchospora,macrochaeta,T,C,4,3,1,44,57,6,NA,371,248,236,242,"Top 5 cm = brown, Minor brown splotching",16.07,6
BEY0184,12,ACJ,Rhynchospora,macrochaeta,T,C,4,3,2,44,57,6,NA,299,275,258,221,NA,12.383.000.000.000.000,6
BKQ1585,12,ACJ,Carex,pichinchensis,T,C,1,1,NA,23,34,5,NA,446,247,213,226,NA,15.067,5
BKM1599,12,ACJ,Carex,pichinchensis,T,C,1,2,NA,22,34,6,NA,357,279,212,202,NA,15.544,6
BEU6992,12,ACJ,Rhynchospora,macrochaeta,T,C,4,3,3,44,57,7,NA,419,184,243,253,Top 12 cm = brown,16.864,7
BEM5407,12,ACJ,Rhynchospora,macrochaeta,T,C,4,3,4,44,57,7,NA,463,259,253,233,Top 8 cm = brown/splotchy,18.631,7
AZU4350,12,ACJ,Miconia,rotundifolia,T,C,5,2,NA,7,NA,1,NA,88,278,289,266,NA,2.31,1
BCO4071,12,ACJ,Chaptalia,cordata,T,C,5,1,NA,24,NA,7,NA,838,416,542,353,NA,14.207,7
AHL5228,12,ACJ,Chaptalia,cordata,T,C,2,3,NA,5,NA,1,NA,118,292,0.34,311,Brown spot,2.819,1
AHM4164,12,ACJ,Chaptalia,cordata,T,C,2,2,NA,15,NA,1,NA,573,375,337,371,NA,12.333,1
AHN7253,12,ACJ,Chaptalia,cordata,T,C,2,1,NA,4,NA,1,NA,117,0.3,0.39,336,NA,2.75,1
BIH0217,12,ACJ,Gaultheria,glomerata,T,C,2,3,NA,NA,NA,1,NA,108,442,421,416,plant height missing,2.54,1
AZK4604,12,ACJ,Hypericum,andinum,T,C,2,1,NA,41,NA,80,10,46,51,57,136,NA,2.808,80
AZG0737,12,ACJ,Hypericum,andinum,T,C,1,1,NA,19,NA,99,10,47,75,86,67,NA,2.791,99
ABV7405,12,ACJ,Paspalum,bonplandianum,T,C,1,1,3,18,21,1,NA,64,111,109,NA,NA,5.176,1
ASQ7083,12,ACJ,Paspalum,bonplandianum,T,C,2,3,1,NA,NA,1,NA,81,0.98,0.96,NA,NA,4.316,1
ASP0769,12,ACJ,Paspalum,bonplandianum,T,C,2,3,2,NA,NA,1,NA,74,104,0.11,NA,NA,5.444,1
AEW0937,12,ACJ,Paspalum,bonplandianum,T,C,3,2,2,16,20,1,NA,95,112,118,NA,NA,5.83,1
AEX8835,12,ACJ,Paspalum,bonplandianum,T,C,5,1,3,18,NA,1,NA,84,128,135,NA,NA,6.513,1
ADN2106,12,ACJ,Paspalum,bonplandianum,T,C,5,1,5,18,NA,1,NA,49,106,0.11,NA,NA,3.637,1
ACU2880,12,ACJ,Paspalum,bonplandianum,T,C,2,2,2,8,NA,1,NA,26,126,129,NA,NA,1.878,1
BHC0873,12,ACJ,Vaccinium,floribundum,T,C,3,1,5,27,NA,5,NA,78,485,516,538,NA,2.134,5
AII6146,12,QUE,Werneria,nubigena,T,BB,5,2,NA,5,NA,1,NA,173,571,585,617,NA,3.099,1
AWV1958,12,QUE,Werneria,nubigena,T,BB,4,3,NA,5,NA,1,NA,179,525,618,0.67,NA,2.726,1
BCE4857,12,QUE,Aphanactis,villosa,T,BB,3,1,NA,4,NA,4,NA,62,231,229,253,NA,2.142,5
ATQ5697,12,QUE,Werneria,nubigena,T,BB,4,1,NA,5,NA,2,NA,145,486,523,586,NA,2.428,2
AZT6482,12,QUE,Belonanthus,hispidus,T,BB,2,1,NA,0.3,NA,10,NA,45,253,275,261,NA,11.119.999.999.999.900,11
AIO3417,12,QUE,Euphorbia,huancachana,T,BB,1,1,NA,2,NA,5,NA,42,67,58,97,NA,2.188,5
BJH6832,12,QUE,Aphanactis,villosa,T,BB,1,3,NA,0.15,NA,5,NA,218,343,317,333,NA,3.507,5
BJL1279,12,QUE,Aphanactis,villosa,T,BB,1,2,NA,0.9,NA,5,NA,239,368,361,299,NA,4.092,6
BJP1274,12,QUE,Aphanactis,villosa,T,BB,1,1,NA,0.13,NA,5,NA,239,326,268,315,NA,5.446,6
