ID,Day,Site,Genus,Species,Project,Experiment,Plot_ID,Individual_nr,Leaf_nr,Plant_Height_cm,Plant_Length_cm,Bulk_nr_leaves,Length_cm,Wet_Mass_g,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Remark,LeafArea_cm2,nLeafScan
BWO8975,12,QUE,Agrostis,breviculmis,T,BB,2,2,NA,2,NA,5,NA,23,82,0.1,93,NA,0.84,7
BXH1373,12,QUE,Carex,pichinchensis,T,BB,3,3,NA,6.7,NA,1,NA,51,215,231,223,NA,28.939.999.999.999.900,3
BXD6709,12,QUE,Carex,pichinchensis,T,BB,3,2,NA,10.9,NA,1,NA,10.9,266,292,223,NA,6.572,3
BWI2838,12,QUE,Viola,pygmaea,T,BB,1,1,NA,1,NA,1,NA,36,419,369,0.41,NA,464,1
BVS2224,12,QUE,Anatherostipa,hans-meyeri,T,BB,4,2,NA,6,NA,4,NA,19,195,126,119,NA,10.110.000.000.000.000,4
BVY0038,12,QUE,Viola,pygmaea,T,BB,1,3,NA,2.1,NA,5,NA,45,127,119,105,NA,8.819.999.999.999.990,6
BJF3603,12,QUE,Geranium,filipes,T,BB,1,4,NA,1.8,NA,2,NA,162,146,167,138,NA,4.66,3
BJJ5192,12,QUE,Geranium,filipes,T,BB,1,2,NA,2.4,NA,2,NA,111,193,205,185,NA,3.254,2
AFA0140,12,ACJ,Paspalum,bonplandianum,T,C,3,3,3,14,16,1,NA,0.03,99,92,92,NA,2.339,1
ABQ1404,12,ACJ,Paspalum,bonplandianum,T,C,2,2,4,NA,NA,1,NA,26,97,93,101,height missing,1.922,1
ASM0021,12,ACJ,Paspalum,bonplandianum,T,C,1,1,4,18,20.5,1,NA,62,97,145,85,NA,4.941,1
ABS7148,12,ACJ,Paspalum,bonplandianum,T,C,1,1,4,18,20.5,1,NA,48,96,88,112,entered 2x,4.488,1
AEZ3585,12,ACJ,Paspalum,bonplandianum,T,C,3,3,NA,14,16,1,NA,63,196,147,153,NA,5.033,1
AAM1673,12,ACJ,Halenia,umbellata,T,C,3,1,4,6.4,NA,2,NA,74,0.21,219,256,NA,2.364,2
ABL1039,12,ACJ,Halenia,umbellata,T,C,1,2,5,10.8,NA,1,NA,0.07,269,0.26,278,NA,2.107,1
AVP0214,12,ACJ,Halenia,umbellata,T,C,5,1,2,7.3,NA,1,NA,56,215,205,238,NA,1.606,1
AVQ1916,12,ACJ,Halenia,umbellata,T,C,5,1,4,7.3,NA,1,NA,49,201,202,251,NA,1.569,1
AUX5141,12,ACJ,Halenia,umbellata,T,C,5,1,5,7.3,NA,1,NA,47,212,207,235,NA,1.618,1
ADE5822,12,ACJ,Lachemilla,orbiculata,T,C,2,1,1,6.5,NA,1,NA,124,238,268,276,NA,3.686,1
AER8281,12,ACJ,Lachemilla,orbiculata,T,C,5,3,2,4,NA,3,NA,63,214,209,188,NA,2.074,3
ASW6831,12,ACJ,Paspalum,bonplandianum,T,C,1,3,2,15.5,21.4,2,NA,44,52,64,0.06,NA,24.419.999.999.999.900,2
AVT8551,12,ACJ,Lachemilla,orbiculata,T,C,4,3,1,5,NA,2,NA,107,201,197,204,NA,32.369.999.999.999.900,2
AVS4697,12,ACJ,Lachemilla,orbiculata,T,C,4,2,5,2,NA,4,NA,167,287,226,236,NA,3.747,4
ATD2896,12,ACJ,Halenia,umbellata,T,C,5,3,4,3,NA,1,NA,43,224,221,197,NA,1.232,1
ACT9517,12,ACJ,Paspalum,bonplandianum,T,C,2,1,2,36,36.3,1,NA,93,82,95,134,NA,7.082,1
ADW8361,12,ACJ,Paspalum,bonplandianum,T,C,4,3,4,17,18,1,NA,91,73,71,56,NA,5.555,1
ASS5005,12,ACJ,Paspalum,bonplandianum,T,C,2,1,1,36,36.3,1,NA,0.03,0.11,117,82,NA,2.396,1
ABP2684,12,ACJ,Paspalum,bonplandianum,T,C,2,1,3,36,36.3,1,NA,73,92,98,116,NA,5.102,1
AZM4688,12,WAY,Gaultheria,glomerata,S,C,NA,1,NA,NA,NA,1,NA,308,372,0.37,373,File ID: 2020-03-12-1649-Way_GAGL-1_AT,8.153,1
AZQ1558,12,WAY,Gaultheria,glomerata,S,C,NA,2,NA,NA,NA,1,NA,216,446,415,0.42,File ID: 2020-03-12-1648_WAY_GAGL_2_AT,5.178,1
ADV2430,12,ACJ,Paspalum,bonplandianum,T,C,4,3,2,17,18,1,NA,157,78,94,115,NA,8.56,1
AAC4646,12,ACJ,Paspalum,bonplandianum,T,C,4,3,1,17,18,1,NA,101,219,223,0.17,NA,7.492,1
AEJ6279,12,ACJ,Paspalum,bonplandianum,T,C,3,2,1,16.4,20.2,1,NA,0.1,115,107,113,NA,7.42,1
AUC5123,12,ACJ,Paspalum,bonplandianum,T,C,3,2,3,16.4,20.2,1,NA,98,103,121,122,NA,7.445,1
AUU1024,12,ACJ,Paspalum,bonplandianum,T,C,3,3,2,14,16,1,NA,57,0.1,93,0.12,NA,4.578,1
AUO6988,12,ACJ,Paspalum,bonplandianum,T,C,2,3,4,NA,NA,1,NA,14,129,112,111,NA,1.458,1
AUP3248,12,ACJ,Paspalum,bonplandianum,T,C,2,3,3,NA,NA,1,NA,75,108,123,94,NA,5.583,1
AEY6415,12,ACJ,Paspalum,bonplandianum,T,C,3,3,1,14,16,1,NA,68,89,132,99,NA,5.308,1
ACP7341,12,ACJ,Paspalum,bonplandianum,T,C,1,3,3,15.5,21.4,1,NA,46,205,0.1,104,NA,5.817,1
ASN2155,12,ACJ,Paspalum,bonplandianum,T,C,2,2,3,7.5,NA,1,NA,27,175,221,83,NA,2.295,1
ABR6458,12,ACJ,Paspalum,bonplandianum,T,C,1,1,1,20.5,18,1,NA,55,135,111,109,NA,4.226,1
AVN3202,12,ACJ,Lachemilla,orbiculata,T,C,3,3,5,3.3,NA,2,NA,93,234,242,225,NA,2.378,2
AEF2999,12,ACJ,Lachemilla,orbiculata,T,C,3,1,3,11.2,NA,2,NA,203,204,237,241,NA,5.537.999.999.999.990,2
AEE2202,12,ACJ,Lachemilla,orbiculata,T,C,3,1,2,11.2,NA,4,NA,216,253,264,259,NA,4.445,4
ATP1390,12,ACJ,Lachemilla,orbiculata,T,C,3,1,1,11.2,NA,2,NA,171,221,0.2,214,NA,4.135,2
ATV9424,12,ACJ,Paspalum,bonplandianum,T,C,4,1,2,NA,19,1,NA,101,171,223,225,plant height missing,7.303,1
AAU6819,12,ACJ,Hieracium,c.f. mandonii,T,C,3,1,NA,11.3,NA,1,NA,259,263,246,251,NA,6.886,1
ABD7604,12,ACJ,Halenia,umbellata,T,C,3,2,2,8.8,NA,1,NA,67,294,311,302,NA,2.274,1
ABC4816,12,ACJ,Halenia,umbellata,T,C,3,1,5,6.4,NA,1,NA,0.08,281,337,263,NA,2.615,1
ACD5747,12,ACJ,Halenia,umbellata,T,C,3,2,4,8.8,NA,1,NA,0.08,257,335,317,NA,2.47,1
AAJ1133,12,ACJ,Halenia,umbellata,T,C,3,1,1,6.4,NA,1,NA,0.08,307,287,293,NA,2.493,1
ABE9156,12,ACJ,Halenia,umbellata,T,C,3,2,3,8.8,NA,1,NA,71,348,327,334,NA,2.182,1
AUE9764,12,ACJ,Halenia,umbellata,T,C,4,2,5,9.5,NA,1,NA,66,224,224,284,A small mark was left after the last leaf thickness measuring,2.257,1
ADX3747,12,ACJ,Halenia,umbellata,T,C,4,1,5,9,NA,1,NA,69,235,236,239,NA,2.114,1
ATF3984,12,ACJ,Halenia,umbellata,T,C,4,1,3,9,NA,1,NA,48,228,236,224,NA,2.033,1
ADU0043,12,ACJ,Paspalum,bonplandianum,T,C,4,2,4,16,17,1,NA,79,105,111,123,NA,4.708,1
ADR7570,12,ACJ,Paspalum,bonplandianum,T,C,4,2,2,16,17,1,NA,55,96,103,102,NA,4.552,1
AEN1629,12,ACJ,Paspalum,bonplandianum,T,C,1,2,5,9.5,12,2,NA,31,95,86,98,NA,2.622,2
AEI1103,12,ACJ,Paspalum,bonplandianum,T,C,3,1,5,11.7,16,1,NA,0.07,0.1,117,133,NA,4.428,1
ACM2087,12,ACJ,Halenia,umbellata,T,C,5,3,5,3,NA,1,NA,46,287,277,258,NA,1.195,1
ACQ5275,12,ACJ,Paspalum,bonplandianum,T,C,1,3,1,15.5,21.4,1,NA,22,0.09,93,105,NA,2.248,1
AUT5695,12,ACJ,Halenia,umbellata,T,C,1,3,2,11,NA,2,NA,68,223,218,245,NA,2.488,2
AUS8955,12,ACJ,Halenia,umbellata,T,C,1,3,1,11,NA,1,NA,52,214,225,239,NA,1.849,1
ABU2058,12,ACJ,Paspalum,bonplandianum,T,C,1,2,1,9.5,12,2,NA,38,144,107,148,NA,33.899.999.999.999.900,2
ADK0442,12,ACJ,Lachemilla,orbiculata,T,C,4,3,3,5,NA,2,NA,134,0.3,272,332,NA,2.832,2
BCR7873,12,QUE,Werneria,villosa,T,BB,2,3,NA,3.6,NA,15,NA,175,267,222,251,NA,2.737,16
BCW3886,12,QUE,Baccharis,caespitosa,T,BB,2,1,NA,0.8,NA,20,NA,43,0.3,321,351,NA,1.32,20
AFI2380,12,QUE,Antennaria,linearifolia,T,BB,2,3,NA,1.4,NA,3,NA,57,307,271,198,NA,2.243,4
AFL3747,12,QUE,Antennaria,linearifolia,T,BB,2,2,NA,1.1,NA,3,NA,34,0.33,217,198,NA,7.250.000.000.000.000,6
BCP9007,12,QUE,Antennaria,linearifolia,T,BB,4,3,NA,3.4,NA,5,NA,0.1,248,241,181,NA,24.210.000.000.000.000,12
BVF1509,12,QUE,Carex,pichinchensis,T,BB,1,1,NA,6,NA,1,NA,46,241,254,222,NA,2.089,1
AWK2660,12,QUE,Baccharis,caespitosa,T,BB,5,1,NA,0.14,NA,11,NA,46,438,425,0.29,NA,1.358,11
AKL1344,12,QUE,Gentianella,ernestii,T,BB,5,1,NA,9,NA,4,NA,86,296,453,299,NA,2.079,6
AXM4823,12,QUE,Oritrophium,hieracioides,T,BB,5,1,NA,0.1,NA,2,NA,98,327,0.37,352,NA,23.520.000.000.000.000,2
BDT7792,12,QUE,Bromus,lanatus,T,BB,1,1,NA,4.3,NA,6,NA,33,109,96,117,NA,2.388,6
AKE2918,12,QUE,Hypochaeris,taraxacoides,T,BB,2,2,NA,5,NA,3,NA,135,216,219,211,NA,2.448,5
AKF1999,12,QUE,Hypochaeris,taraxacoides,T,BB,2,4,NA,25,NA,3,NA,215,223,227,136,NA,6.3,5
ABN3450,12,QUE,Hypochaeris,taraxacoides,T,BB,5,2,NA,0.6,NA,5,NA,211,553,576,525,NA,2.747,5
BUX0734,12,QUE,Carex,pichinchensis,T,BB,1,3,NA,11.9,NA,1,NA,174,239,222,162,NA,7.712,1
BVB6600,12,QUE,Carex,pichinchensis,T,BB,1,2,NA,5.6,NA,1,NA,55,143,192,195,NA,2.503,1
BDX0315,12,QUE,Oreithales,integrifolia,T,BB,3,3,NA,1.5,NA,1,NA,172,539,0.44,0.53,NA,1.678,1
AKG1848,12,QUE,Hypochaeris,taraxacoides,T,BB,2,5,NA,2.1,NA,3,NA,208,214,234,194,NA,5.417,5
BUP0910,12,QUE,Carex,pichinchensis,T,BB,1,5,NA,14.8,NA,2,NA,238,286,252,219,NA,9.413,2
AFF2116,12,QUE,Antennaria,linearifolia,T,BB,4,1,NA,3.1,NA,3,NA,44,238,245,254,NA,1.311,9
AKV0950,12,QUE,Perezia,pungens,T,BB,2,3,NA,1.2,NA,1,NA,66,292,251,322,NA,1.906,1
COD2821,14,TRE,Rhynchospora,macrochaeta,T,C,4,1,2,36.7,53.2,7,NA,327,192,201,208,NA,12.708,7
COH0675,14,TRE,Rhynchospora,macrochaeta,T,C,4,1,3,36.7,53.2,7,NA,0.36,0.24,239,238,NA,13.389,7
COL9765,14,TRE,Rhynchospora,macrochaeta,T,C,4,1,4,36.7,53.2,8,NA,161,0.19,172,158,NA,1.775,8
CNN1831,14,TRE,Rhynchospora,macrochaeta,T,C,4,1,5,36.7,53.2,8,NA,327,253,257,253,NA,11.162,8
CNZ4333,14,TRE,Rhynchospora,macrochaeta,T,C,4,1,1,36.7,53.2,7,NA,209,221,224,0.23,NA,8.808,7
CPK7130,14,TRE,Rhynchospora,macrochaeta,T,C,3,1,1,21,39,5,NA,319,249,256,262,NA,10.327,5
CPO3902,14,TRE,Rhynchospora,macrochaeta,T,C,3,1,2,21,39,5,NA,398,243,245,231,NA,12.98,5
CMW6891,14,TRE,Halenia,umbellata,T,C,2,2,2,7,NA,6,NA,39,159,153,154,NA,1.299,6
CFG0732,14,TRE,Lachemilla,orbiculata,T,C,5,1,4,8.9,NA,5,NA,147,209,0.23,279,NA,2.77,5
CGG4799,14,TRE,Gaultheria,glomerata,T,C,5,2,2,17.9,NA,1,NA,109,0.42,409,423,NA,2.689,1
CLH5302,14,TRE,Gaultheria,glomerata,T,C,5,2,3,17.9,NA,1,NA,0.12,437,455,448,NA,3.415,1
CLM5021,14,TRE,Pernettya,prostrata,T,BB,2,1,NA,5,NA,5,NA,119,0.49,324,382,NA,2.806,7
CLL4257,14,TRE,Gaultheria,glomerata,T,C,5,2,5,17.9,NA,1,NA,153,489,467,454,NA,3.982,1
CNM1180,14,TRE,Halenia,umbellata,T,C,2,1,3,7,NA,1,NA,36,134,103,139,NA,1.321,1
CFK2286,14,TRE,Lachemilla,orbiculata,T,C,5,1,5,8.9,NA,6,NA,92,206,199,172,NA,5.832,6
CNU8730,14,TRE,Halenia,umbellata,T,C,2,1,1,7,NA,1,NA,0.05,124,171,123,NA,2.423,1
CKE0640,14,TRE,Lachemilla,orbiculata,T,C,4,2,3,5,NA,2,NA,96,179,196,191,NA,3.386,2
CJU7238,14,TRE,Vaccinium,floribundum,T,C,3,2,4,7,NA,5,NA,0.04,325,314,235,NA,1.388,6
CIT7207,14,TRE,Gaultheria,glomerata,T,C,4,1,3,11,NA,6,NA,211,535,503,514,NA,9.847.999.999.999.990,6
CKU1986,14,TRE,Gaultheria,glomerata,T,C,5,2,4,17.9,NA,1,NA,42,234,215,182,NA,1.854,1
AXX2248,14,TRE,Vaccinium,floribundum,T,C,2,1,3,34,NA,5,NA,96,0.4,468,428,NA,2.25,5
CIP5336,14,TRE,Gaultheria,glomerata,T,C,4,1,1,11,NA,1,NA,106,0.44,447,428,NA,2.351,1
CJQ9308,14,TRE,Vaccinium,floribundum,T,C,3,2,5,7,NA,5,NA,0.03,362,264,322,NA,1.148,6
CNI4987,14,TRE,Halenia,umbellata,T,C,2,1,4,7,NA,1,NA,0.03,143,132,209,NA,957,1
CHY1829,14,TRE,Gaultheria,glomerata,T,C,4,1,5,14,NA,6,NA,0.09,0.39,385,388,NA,6.226,6
CXP8061,14,TRE,Rhynchospora,macrochaeta,T,C,5,1,1,74.1,65.6,4,NA,604,0.28,273,273,NA,24.008,4
AYI4751,14,TRE,Lachemilla,orbiculata,T,C,5,2,5,3.8,NA,2,NA,121,176,171,172,NA,3.096,2
CJY5988,14,TRE,Vaccinium,floribundum,T,C,3,2,3,7,NA,5,NA,31,339,401,335,NA,1.083,6
CLT0754,14,TRE,Gaultheria,glomerata,T,C,2,1,2,8,NA,2,NA,82,0.52,497,0.49,NA,20.349.999.999.999.900,2
CJW6503,14,TRE,Lachemilla,orbiculata,T,C,4,2,1,5,NA,2,NA,0.08,182,194,219,NA,2.594,2
CLP0896,14,TRE,Gaultheria,glomerata,T,C,2,1,1,8,NA,2,NA,36,327,327,345,NA,11.749.999.999.999.900,2
CSI7530,14,TRE,Vaccinium,floribundum,T,C,3,1,1,11,NA,5,NA,55,282,349,302,NA,19.769.999.999.999.900,5
CPW0644,14,TRE,Rhynchospora,macrochaeta,T,C,3,1,3,21,39,2,NA,328,244,0.24,253,NA,13.403,2
CNO7141,14,TRE,Vaccinium,floribundum,T,C,3,1,2,11,NA,5,NA,82,357,398,277,NA,2.525,7
CXL1895,14,TRE,Agrostis,foliata,T,BB,3,2,NA,17,18,5,NA,24,143,144,136,NA,1.839,5
CRS4316,14,TRE,Agrostis,foliata,T,BB,3,1,NA,37,40,2,NA,0.03,0.16,175,216,NA,2.401,2
CVA7888,14,TRE,Festuca,dolichophylla,T,BB,5,1,NA,51,56,7,NA,0.32,779,686,687,NA,11.683,7
CUW3490,14,TRE,Festuca,dolichophylla,T,BB,5,2,NA,59.5,61,6,NA,178,615,618,0.66,"Leaf rolled, double leaf area",3.517,6
CIA1650,14,TRE,Festuca,dolichophylla,T,BB,5,3,NA,60,64,6,NA,274,718,778,673,"Leaf rolled, double leaf area",46.770.000.000.000.000,6
CHW7830,14,TRE,Rhynchospora,macrochaeta,T,BB,5,1,NA,27.2,30,3,NA,157,252,256,257,NA,6.013,3
COV4231,14,TRE,Carex,pygmaea,T,BB,2,3,NA,3.8,4.1,1,NA,0.01,137,133,128,NA,922,1
CPH1229,14,TRE,Halenia,umbellata,T,C,5,1,1,6.4,NA,2,NA,0.03,212,182,171,NA,1.432,2
CQI9338,14,TRE,Calamagrostis,tarmensis,T,BB,3,2,NA,54,64,1,NA,71,0.34,0.33,323,"Leaf rolled, double leaf area",2.559,1
CGC0052,14,TRE,Gaultheria,glomerata,T,C,5,2,1,17.9,NA,1,NA,191,433,496,527,NA,4.334,1
CFY4710,14,TRE,Gaultheria,glomerata,T,C,5,1,5,13.2,NA,1,NA,204,415,447,438,NA,5.455,1
CEQ8788,14,TRE,Gaultheria,glomerata,T,C,5,1,4,13.2,NA,1,NA,162,477,471,458,NA,4.131,1
CEU1319,14,TRE,Gaultheria,glomerata,T,C,5,1,3,13.2,NA,1,NA,194,0.43,444,458,NA,5.214,1
ANQ9542,14,TRE,Gaultheria,glomerata,T,C,5,1,2,13.2,NA,1,NA,228,462,466,457,NA,5.916,1
ANM3982,14,TRE,Gaultheria,glomerata,T,C,5,1,1,13.2,NA,1,NA,196,0.42,426,433,NA,5.262,1
CKP2011,14,TRE,Paspalum,bonplandianum,T,C,5,2,1,14.5,17,1,NA,97,99,111,105,NA,2.724,1
CND1841,14,TRE,Paspalum,bonplandianum,T,C,4,2,4,9,NA,1,NA,39,61,82,82,NA,1.765,1
CMZ4872,14,TRE,Paspalum,bonplandianum,T,C,4,2,3,9,NA,1,NA,39,69,75,77,NA,1.951,1
CMV5314,14,TRE,Paspalum,bonplandianum,T,C,4,2,2,9,NA,1,NA,46,85,85,81,NA,2.203,1
AOJ6237,14,TRE,Paspalum,bonplandianum,T,C,3,1,1,8,8,3,NA,52,117,123,92,NA,14.609.999.999.999.900,3
AQP3205,14,TRE,Paspalum,bonplandianum,T,C,3,1,2,8,8,4,NA,51,94,132,139,NA,1.517,4
CEN6822,14,TRE,Paspalum,bonplandianum,T,C,3,1,3,8,8,2,NA,62,98,115,111,NA,1.653,2
CEJ9557,14,TRE,Paspalum,bonplandianum,T,C,3,1,4,8,8,2,NA,56,0.09,119,139,NA,1.506,2
CSA9893,14,TRE,Lachemilla,vulcanica,T,BB,1,1,NA,1.8,NA,3,NA,0.03,142,121,124,NA,1.038,3
CVD3073,14,TRE,Lachemilla,vulcanica,T,BB,1,2,NA,2.2,NA,5,NA,25,127,128,146,NA,1.074,5
CQR5995,14,TRE,Rhynchospora,macrochaeta,T,BB,1,2,NA,23,28,4,NA,312,236,269,273,NA,11.289,4
CQZ9924,14,TRE,Rhynchospora,macrochaeta,T,BB,1,3,NA,23,36,3,NA,311,278,0.26,229,NA,11.846,3
CQJ7359,14,TRE,Carex,pygmaea,T,BB,1,1,NA,4.5,4.9,1,NA,14,169,172,169,NA,1.026,1
CQV4929,14,TRE,Carex,pygmaea,T,BB,1,2,NA,6.4,7.6,2,NA,58,0.2,186,213,NA,3.097,2
CQN9461,14,TRE,Carex,pygmaea,T,BB,1,3,NA,4.1,4.8,1,NA,0.02,187,0.19,199,NA,1.087,1
CZL0310,14,TRE,Carex,pygmaea,T,BB,5,3,NA,9.2,10.2,1,NA,23,132,123,135,NA,2.082,1
CQM8761,14,TRE,Rhynchospora,macrochaeta,T,BB,3,1,NA,18,25,2,NA,127,254,253,236,NA,5.863,2
CVV0408,14,TRE,Rhynchospora,macrochaeta,T,BB,3,2,NA,19,35,2,NA,38,144,203,191,NA,1.863,2
CUC9130,14,TRE,Rhynchospora,macrochaeta,T,BB,3,3,NA,16.5,30.3,4,NA,89,0.2,175,169,NA,3.67,4
CVM4701,14,TRE,Calamagrostis,tarmensis,T,BB,5,3,NA,52,50,3,NA,0.06,319,322,319,"Leaf rolled, double leaf area",19.149.999.999.999.900,3
CVJ1688,14,TRE,Calamagrostis,tarmensis,T,BB,5,2,NA,47,50,5,NA,39,253,0.24,235,"Leaf rolled, double leaf area",1.237,5
ASJ2613,14,QUE,Gaultheria,glomerata,S,NA,NA,1,NA,NA,NA,1,NA,219,0.72,622,614,2020-03-15-0625_QUE_GAGL_1_AT,3.968,2
ASI7818,15,QUE,Paspalum,bonplandianum,S,NA,NA,1,NA,NA,NA,3,NA,401,148,115,116,2020-03-15-0625_QUE_PABO_5_AT,18.037,10
CHK6500,14,TRE,Carex,bonplandii,T,BB,1,1,NA,11.5,12,2,NA,23,173,166,156,NA,1.343,2
CIV7889,14,TRE,Carex,bonplandii,T,BB,1,2,NA,6.5,7,1,NA,19,0.15,135,163,NA,1.029,1
CIR4364,14,TRE,Carex,bonplandii,T,BB,1,3,NA,4,10,1,NA,33,429,417,398,NA,2.216,1
CIN1015,14,TRE,Calamagrostis,tarmensis,T,BB,1,1,NA,34,36,4,NA,75,0.23,229,0.22,NA,2.311,4
ASE3950,15,QUE,Gaultheria,glomerata,S,NA,NA,2,NA,NA,NA,1,NA,182,592,611,623,2020-03-15-0633_QUE_GAGL_2_AT,3.603,1
CXR6993,14,TRE,Calamagrostis,tarmensis,T,BB,1,2,NA,39,40.5,4,NA,143,674,678,649,NA,5.253,4
CKZ6123,14,WAY,Rhynchospora,macrochaeta,T,C,5,3,3,37.3,48.5,3,NA,0.16,182,162,187,NA,9.57,3
CAN8696,13,WAY,Gaultheria,glomerata,T,C,3,1,5,27,NA,1,NA,156,0.51,512,507,NA,3.98,1
CCP1146,13,WAY,Gaultheria,glomerata,T,C,1,2,1,19,NA,1,NA,107,541,531,0.55,NA,2.161,1
CHG9792,13,WAY,Vaccinium,floribundum,T,C,5,2,5,31.5,NA,5,NA,112,541,505,0.45,NA,3.032,5
CHD5918,13,WAY,Vaccinium,floribundum,T,C,5,2,1,31.5,NA,5,NA,115,481,424,415,NA,2.927,5
CMD8567,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,4,52,63,2,NA,521,225,205,249,NA,23.375,2
CJB1520,13,WAY,Vaccinium,floribundum,T,C,3,1,2,19.6,NA,5,NA,98,434,432,416,NA,2.888,5
CKQ2202,13,WAY,Vaccinium,floribundum,T,C,1,1,3,20,NA,5,NA,62,246,258,0.29,NA,2.113,5
CBU6632,13,WAY,Rhynchospora,macrochaeta,T,C,1,2,3,57.2,62,2,NA,366,732,282,0.22,NA,17.141.000.000.000.000,2
CKX4090,13,WAY,Vaccinium,floribundum,T,C,1,1,4,20,NA,5,NA,68,0.29,278,328,NA,23.810.000.000.000.000,5
AOQ4974,13,WAY,Rhynchospora,macrochaeta,T,C,4,1,5,24.3,31.2,2,NA,204,198,196,175,NA,9.254.999.999.999.990,2
CGH8872,13,WAY,Rhynchospora,macrochaeta,T,C,4,1,4,24.3,31.2,2,NA,227,177,186,113,NA,11.144,2
CKS7460,13,WAY,Rhynchospora,macrochaeta,T,C,1,2,2,57.2,62,4,NA,368,195,182,212,NA,17.553,4
CGL9029,13,WAY,Rhynchospora,macrochaeta,T,C,4,1,3,24.3,31.2,1,NA,139,169,165,162,NA,7.87,1
CMO6578,13,WAY,Vaccinium,floribundum,T,C,5,4,2,24.7,NA,5,NA,93,0.48,462,462,NA,2.621,5
CIL5643,13,WAY,Vaccinium,floribundum,T,C,5,4,1,24.7,NA,5,NA,108,459,489,437,NA,2.929,5
CLU1105,13,WAY,Vaccinium,floribundum,T,C,5,5,2,4,NA,5,NA,44,0.22,186,242,NA,1.675,5
CLY7843,13,WAY,Vaccinium,floribundum,T,C,5,5,1,4,NA,5,NA,56,288,274,306,NA,2.093,5
CUB4618,14,TRE,Luzula,racemosa,T,BB,5,2,NA,5,13.1,2,NA,83,207,227,202,NA,2.562,2
CAA3576,14,TRE,Lachemilla,orbiculata,T,C,2,2,4,4,NA,1,NA,13,148,172,204,NA,0.58,1
CBE4301,14,TRE,Lachemilla,orbiculata,T,C,2,2,3,4,NA,1,NA,15,147,185,197,NA,601,1
CBF5268,14,TRE,Lachemilla,orbiculata,T,C,2,2,2,4,NA,1,NA,12,0.12,163,155,NA,497,1
CDL6900,14,TRE,Lachemilla,orbiculata,T,C,2,2,1,4,NA,1,NA,22,158,181,205,NA,725,1
CUQ5101,14,TRE,Luzula,racemosa,T,BB,5,3,NA,2.5,6.9,2,NA,52,168,157,166,NA,1.611,2
CUJ6908,14,TRE,Carex,pygmaea,T,BB,3,3,NA,6.6,9.8,2,NA,71,204,223,233,NA,3.866,3
CUN4446,14,TRE,Carex,pygmaea,T,BB,3,2,NA,3.8,5.7,3,NA,47,176,181,162,NA,25.479.999.999.999.900,5
CLA1009,14,TRE,Carex,pygmaea,T,BB,3,1,NA,7,11.1,3,NA,0.06,171,0.19,0.2,NA,30.500.000.000.000.000,3
CQB2157,14,TRE,Halenia,umbellata,T,C,5,1,4,6.4,NA,3,NA,35,145,155,164,NA,1.309,3
CPX6869,14,TRE,Halenia,umbellata,T,C,5,1,3,6.4,NA,1,NA,14,135,127,124,NA,581,1
CPL3637,14,TRE,Halenia,umbellata,T,C,5,1,2,6.4,NA,2,NA,17,169,151,152,NA,583,2
CMG6307,13,WAY,Vaccinium,floribundum,T,C,5,4,4,24.7,NA,5,NA,0.09,0.41,513,471,NA,2.582,5
CMC6508,13,WAY,Vaccinium,floribundum,T,C,5,4,5,24.7,NA,5,NA,105,446,434,439,NA,2.966,5
CLN4289,13,WAY,Vaccinium,floribundum,T,C,1,2,3,13,NA,5,NA,51,273,263,241,NA,1.916,5
CGX6443,13,WAY,Rhynchospora,macrochaeta,T,C,1,3,3,30.5,31,2,NA,212,175,157,128,NA,11.123,2
CNF3709,13,WAY,Rhynchospora,macrochaeta,T,C,5,3,5,37.3,48.5,1,NA,106,185,171,182,NA,6.893,1
CHB6398,13,WAY,Rhynchospora,macrochaeta,T,C,1,3,2,30.5,31,3,NA,0.23,183,185,166,NA,12.579.999.999.999.900,3
CLZ5293,13,WAY,Rhynchospora,macrochaeta,T,C,5,1,3,52,63,4,NA,0.76,0.25,301,266,NA,33.687,4
ANH5850,13,WAY,Rhynchospora,macrochaeta,T,C,3,1,1,37.2,38.6,3,NA,335,215,177,0.16,Plot_ID was 3-4,16.285,3
CKM6459,13,WAY,Vaccinium,floribundum,T,C,1,1,2,20,NA,5,NA,47,247,287,264,NA,1.776,5
ARX5668,14,TRE,Carex,pygmaea,T,BB,2,3,NA,4,4,3,NA,36,133,136,141,NA,20.629.999.999.999.900,2
CUO6998,14,TRE,Calamagrostis,tarmensis,T,BB,2,3,NA,45,48,2,NA,59,257,278,278,NA,1.849,2
ARP4944,14,TRE,Carex,pygmaea,T,BB,2,1,NA,3.5,6,3,NA,41,145,154,137,NA,3.599,3
ART2867,14,TRE,Carex,pygmaea,T,BB,2,2,NA,4,3,3,NA,17,166,166,159,NA,14.929.999.999.999.900,3
CUG4348,14,TRE,Calamagrostis,tarmensis,T,BB,2,1,NA,53,55,1,NA,95,336,313,294,NA,2.728,1
CUK8344,14,TRE,Calamagrostis,tarmensis,T,BB,2,2,NA,34,44,2,NA,65,309,326,326,NA,2.432,2
CMM4524,14,WAY,Paspalum,bonplandianum,S,NA,NA,4,NA,NA,NA,9,NA,369,116,124,124,2020-03-14-1102_WAY_PABO_4_AT,30.73,9
